"publisherName","gameName","foundedBy","foundedDate"
"Humongous Entertainment Inc.","The Case of the Haunted Schoolhouse","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish 3:","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","The Case of the Stolen Conch Shell","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish 3:","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","The Case of the Stolen Conch Shell","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish 4:","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","The Case of the Hogfish Rustlers of Briny Gulch","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish 4:","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","The Case of the Hogfish Rustlers of Briny Gulch","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish and the Case of the Missing Kelp Seeds","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Freddi Fish and the Case of the Missing Kelp Seeds","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Ubisoft Entertainment SA","Free Running","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","From Dust","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Funky Barn","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","G.I. Joe: The Atlantis Factor","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","GT Pro Series","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Ghosts 'n Goblins","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Gargoyle's Quest:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Gargoyle's Quest II:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","The Demon Darkness","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Gato Roboto","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Ghost Trick: Phantom Detective","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Ghosts 'n Goblins: Gold Knights","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Ghosts 'n Goblins Resurrection","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Bethesda Softworks LLC","Ghostwire: Tokyo","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Capcom Co. Ltd.","Ghouls 'n Ghosts","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Giga Wing","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Giga Wing 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","GioGio's Bizarre Adventure","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Glass Rose","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","God Hand","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Gods Will Be Watching","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Gold's Gym: Cardio Workout","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Goof Troop","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Gotcha Force","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Blendo Games","Gravity Bone","http://dbpedia.org/resource/Brendon_Chung",2010-01-01
"Beyond Software","Bounces","http://dbpedia.org/resource/Emap_International_Limited",1983-01-01
"Devolver Digital Inc.","Minit","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Monaco Grand Prix","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Monster 4x4 World Circuit","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Monster Hunter: Frontier G","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter: World","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Dos","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter 4","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Diary: Poka Poka Airou Village","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Dynamic Hunting","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Freedom","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Freedom 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Freedom Unite","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Frontier Online","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Generations","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Portable 3rd","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Rise","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Stories 2: Wings of Ruin","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter Tri","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Monster Hunter World: Iceborne","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","MotionSports","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","MotoGP '07","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","MotoGP '08","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","MotoGP 09/10","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Moto Racer Advance","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My Chinese Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My French Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My Spanish Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","My Friend Pedro","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","My Japanese Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My SAT Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My Weight-Loss Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","My Word Coach","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Myst IV: Revelation","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Myst V: End of Ages","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Crossing Souls","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Beyond Software","The Lords of Midnight","http://dbpedia.org/resource/Emap_International_Limited",1983-01-01
"Ubisoft Entertainment SA","The Mighty Quest for Epic Loot","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Political Machine","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Political Machine 2008","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","The Punisher","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","The Settlers: Heritage of Kings","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Settlers: Rise of an Empire","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Settlers 7: Paths to a Kingdom","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Settlers II (10th Anniversary)","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Smurfs","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Smurfs Dance Party","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","The Swords of Ditto","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","The Talos Principle","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Bethesda Softworks LLC","The Terminator: Future Shock","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Terminator","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Damocles (video game)","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Symbiocom","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow 6: Patriots","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","1942: Joint Strike","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","1944: The Loop Master","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Animal Genius","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Anno: Create a New World","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Anno 1404","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Anno 1701","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Anno 1701: Dawn of Discovery","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Anno 2070","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Ape Out","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Armored Warriors","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Legendary Wings","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Black Isle Studios","Lionheart: Legacy of the Crusader","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Devolver Digital Inc.","Loop Hero","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Lost: Via Domus","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Lost Planet: Extreme Condition","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Lost Planet 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Lost Planet 3","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Luftrausers","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Lumines: Electronic Symphony","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Mad Riders","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Magic Sword - Heroic Fantasy","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","ShootMania Storm","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Shoot Many Robots","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Shufflepuck Café","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Romero Games Ltd.","Sigil","http://dbpedia.org/resource/Brenda_Romero",2015-01-01
"Romero Games Ltd.","Sigil","http://dbpedia.org/resource/John_Romero",2015-01-01
"Ubisoft Entertainment SA","Silent Hunter 4: Wolves of the Pacific","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Silent Hunter 5: Battle of the Atlantic","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Silent Hunter II","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Silent Hunter III","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Skull and Bones","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Skynet","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Capcom Co. Ltd.","Snoopy's Street Fair","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Star Gladiator","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Star Ocean: Till the End of Time","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Star Trek: Bridge Crew","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Star Trek: Conquest","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Star Trek: Legacy","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Star Trek: Tactical Assault","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Revenge of the Sith","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Star Wars: Episode III –","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Star Wars: Lethal Alliance","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Star Wars Trilogy: Apprentice of the Force","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Starfield","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Starlink: Battle for Atlas","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Steel Battalion: Line of Contact","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Steep","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Stories Untold","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Street Fighter: The Movie","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter 2010: The Final Fight","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter 30th Anniversary Collection","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter Alpha 3","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter Alpha Anthology","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter Anniversary Collection","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter EX","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter EX2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter EX3","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter II","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter III","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter III: 2nd Impact","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter III: 3rd Strike","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter II Turbo: Hyper Fighting","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter IV","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter V","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter X Mega Man","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Street Fighter X Tekken","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Street Riders","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Strider","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Strider","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Strider","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Strider 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Cloudberry Kingdom","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Delta V","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Your Shape","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Your Shape: Fitness Evolved","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Quest for Barbaros' Treasure","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Zack & Wiki:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Bethesda Softworks LLC","Zero Critical","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Zombi","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","ZombiU","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Zombi","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Enlight Software","Zoo Empire","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Capcom Co. Ltd.","Ōkami","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Serious Sam 3: BFE","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Major Damage","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Scopely Inc.","Marvel Strike Force","http://dbpedia.org/resource/Eytan_Elbaz",2011-01-01
"Scopely Inc.","Marvel Strike Force","http://dbpedia.org/resource/Eric_Futoran",2011-01-01
"Beyond Software","Spellbound","http://dbpedia.org/resource/Emap_International_Limited",1983-01-01
"Devolver Digital Inc.","Strafe","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Sundown","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","McPixel 3","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Panzer General: Allied Assault","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","H.A.W.X. 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","19XX: The War Against Destiny","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Auto Modellista","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Avatar: Frontiers of Pandora","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Avatar: The Game","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Avengers","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Babel Rising","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Humongous Entertainment Inc.","Backyard Soccer","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Backyard Soccer","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Black Isle Studios","Baldur's Gate: Dark Alliance","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Black Isle Studios","Baldur's Gate: Tales of the Sword Coast","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Black Isle Studios","Baldur's Gate","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Black Isle Studios","Baldur's Gate II: Shadows of Amn","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Bethesda Softworks LLC","Brink","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Devolver Digital Inc.","Broforce","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Broken Sword:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Shadow of the Templars –","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Director's Cut","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms: D-Day","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms: Double Time","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms: Earned in Blood","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms: Hell's Highway","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms: Road to Hill 30","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Brothers in Arms DS","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Burnout: Championship Drag Racing","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Capcom Co. Ltd.","Buster Bros. Collection","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","CSI: 3 Dimensions of Murder","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","CSI: Dark Motives","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","CSI: Hard Evidence","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","CSI: Miami","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","CSI: NY – The Game","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","CSI: Unsolved!","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Tiger Road","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Tigerz","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Toki Tori","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Tom Clancy's EndWar","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon: Future Soldier","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon: Jungle Storm","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon: Shadow Wars","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Summit Strike","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon 2:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Advanced Warfighter","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Advanced Warfighter 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Breakpoint","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Phantoms","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Predator","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Ghost Recon Wildlands","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's H.A.W.X","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Critical Hour","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six: Lockdown","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six: Vegas","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six: Vegas 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Raven Shield","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
