"publisherName","gameName","foundedBy","foundedDate"
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six 3","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six 3:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six Extraction","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Rainbow Six Siege","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Splinter Cell: Blacklist","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Splinter Cell: Chaos Theory","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Splinter Cell: Conviction","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Splinter Cell: Essentials","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's Splinter Cell: Pandora Tomorrow","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's The Division","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tom Clancy's The Division 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Top Trumps Adventures: Dogs and Dinosaurs","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Top Trumps Adventures: Horror and Predators","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tork: Prehistoric Punk","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Toy Story","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Enlight Software","TrackMania Nations Forever","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Enlight Software","TrackMania United","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Enlight Software","TrackMania Nations ESWC","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Enlight Software","TrackMania United Forever","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Enlight Software","TrackMania","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Ubisoft Entertainment SA","TrackMania Turbo","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Trackmania","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Transference","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Trek to Yomi","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Trials Evolution","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Trials Fusion","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Trials Rising","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Trials of the Blood Dragon","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","U.N. Squadron","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Enlight Software","Warlords Battlecry III","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Capcom Co. Ltd.","Warriors of Fate","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Enlight Software","Wars & Warriors: Joan of Arc","http://dbpedia.org/resource/Trevor_Chan",1993-01-01
"Ubisoft Entertainment SA","Watch Dogs: Legion","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Watch Dogs","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Watch Dogs 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","We Love Golf!","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Weird West","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Bethesda Softworks LLC","WET","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Where's Waldo? The Fantastic Journey (US)","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Where's Wally? The Fantastic Journey (UK)","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Who Framed Roger Rabbit","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Wild Earth","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Will Rock","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Willow","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Willow","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","That's Paradise","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Wily & Right no RockBoard:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Winnie the Pooh's Rumbly Tumbly Adventure","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Just Dance: Disney Party 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Hip Hop Dance Experience","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Titan Souls","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","ABBA: You Can Dance","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","AND 1 Streetball","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Absolver","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Academy of Champions: Soccer","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Ace Attorney Investigations:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Miles Edgeworth","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Ace Attorney Investigations 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Adventures in the Magic Kingdom","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Age of Booty","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","AirMech","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Alexander","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","All Star Tennis '99","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Brash Entertainment LLC.","Alvin and the Chipmunks","http://dbpedia.org/resource/Thomas_Tull",2007-01-01
"Brash Entertainment LLC.","Alvin and the Chipmunks","http://dbpedia.org/resource/Nicholas_Longano",2007-01-01
"Devolver Digital Inc.","Always Sometimes Monsters","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","America's Army: Rise of a Soldier","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","America's Army: True Soldiers","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","American Bass Challenge","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Amerzone","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","An Elder Scrolls Legend: Battlespire","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Devolver Digital Inc.","Cult of the Lamb","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Cyberbots: Fullmetal Madness","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Dance on Broadway","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Dark Messiah of Might and Magic","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Dark Void","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dark Void Zero","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Vampire Savior","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Darkstalkers Chronicle:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","The Chaos Tower","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Darkstalkers Resurrection","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Darkwing Duck","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Downwell","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Dragon's Dogma","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dragon's Dogma Online","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Driver: Parallel Lines","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Driver: Renegade 3D","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Driver: San Francisco","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Driver","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Driver '76","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Dropsy","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Bethesda Softworks LLC","Ducati Moto","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Capcom Co. Ltd.","DuckTales","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","DuckTales 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Duke Nukem 3D","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Dungeon Hunter: Alliance","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Chronicles of Mystara","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dungeons & Dragons:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dungeons & Dragons","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Shadow over Mystara","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dungeons & Dragons: Tower of Doom","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dustforce","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Dynasty Wars","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","E.X. Troopers","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Eagle Flight","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Eco Fighters","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Everblue","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Everblue 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Evidence: The Last Ritual (US)","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","In Memoriam: Le Dernier Rituel (FR)","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Exit the Gungeon","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Exoprimal","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Eye of the Beholder II:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","The Legend of Darkmoon","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Fall Guys","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Bethesda Softworks LLC","Fallout: New Vegas","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout 3","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout 4","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout 76","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout Shelter","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout Tactics: Brotherhood of Steel","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Family Feud","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Family Feud 2012 Edition","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 3","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 3: Blood Dragon","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 4","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 5","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry 6","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry Instincts","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry Primal","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Far Cry Vengeance","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Fate/tiger colosseum","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Fate/unlimited codes","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Humongous Entertainment Inc.","Fatty Bear's Birthday Surprise","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Fatty Bear's Birthday Surprise","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Ubisoft Entertainment SA","Fighters Uncaged","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Final Fight 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Final Fight 3","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Final Fight Revenge","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Finder Love","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Campo Santo Productions LLC","Firewatch","http://dbpedia.org/resource/Olly_Moss",2013-01-01
"Campo Santo Productions LLC","Firewatch","http://dbpedia.org/resource/Jake_Rodkin",2013-01-01
"Campo Santo Productions LLC","Firewatch","http://dbpedia.org/resource/Sean_Vanaman",2013-01-01
"Ubisoft Entertainment SA","Flashback","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","FLOCK!","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","For Honor","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Forgotten Worlds","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Foul Play","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Fox Hunt","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Black Isle Studios","Baldur's Gate II: Throne of Bhaal","http://dbpedia.org/resource/Feargus_Urquhart",1996-01-01
"Bethesda Softworks LLC","Breeders' Cup World Thoroughbred Championships","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Capcom Co. Ltd.","Darkstalkers' Revenge","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Night Warriors:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Ninja Gaiden Dragon Sword","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Nitrobike","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Not a Hero","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Outland","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Pacific Fighters","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Humongous Entertainment Inc.","No Need to Hide When It's Dark Outside","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam:","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","No Need to Hide When It's Dark Outside","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam:","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam 2:","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Thunder and Lightning Aren't so Frightening","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam 2:","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Thunder and Lightning Aren't so Frightening","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam 3:","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","You Are What You Eat from Your Head to Your Feet","http://dbpedia.org/resource/Ron_Gilbert",1992-01-01
"Humongous Entertainment Inc.","Pajama Sam 3:","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Humongous Entertainment Inc.","You Are What You Eat from Your Head to Your Feet","http://dbpedia.org/resource/Shelley_Day",1992-01-01
"Ubisoft Entertainment SA","Paradise","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Capcom Bowling","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","CellFactor: Psychokinetic Wars","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","Dishonored: Death of the Outsider","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Fallout 3 downloadable content","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Ubisoft Entertainment SA","Far Cry New Dawn","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Gorn","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Gravity Falls: Legend of the Gnome Gemulets","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Gregory Horror Show","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Grey's Anatomy: The Video Game","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","GripShift","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Gris","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Ubisoft Entertainment SA","Grow Home","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Grow Up","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Growtopia","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Gunbird 2","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Harvey Birdman: Attorney at Law","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Devolver Digital Inc.","Hatoful Boyfriend","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","Hatoful Boyfriend: Holiday Star","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Haunting Ground","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Haze","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Devolver Digital Inc.","Heave Ho","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Devolver Digital Inc.","Heavy Bullets","http://dbpedia.org/resource/Mike_Wilson_(executive)",2009-01-01
"Capcom Co. Ltd.","Heavy Metal: Geomatrix","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Hell's Kitchen: The Game","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Heroes Over Europe","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Heroes of Might and Magic III:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Restoration of Erathia","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Heroes of Might and Magic V","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Heroes of Might and Magic V: Hammers of Fate","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Heroes of Might and Magic V:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Tribes of the East","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Higemaru Makaijima","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Ataxx","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Atomega","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Jam Sessions","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","James Noir's Hollywood Crimes","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","TaleSpin","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Tatsunoko vs. Capcom:","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Ultimate All-Stars","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Tech Romancer","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","Smash-Up","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Teenage Mutant Ninja Turtles:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Turtles in Time Re-Shelled","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Teenage Mutant Ninja Turtles:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Teenage Mutant Ninja Turtles","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Capcom Co. Ltd.","Tenchi wo Kurau II","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Capcom Co. Ltd.","Tetris: The Grand Master","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Blue Planet Software","Tetris Battle Gaiden","http://dbpedia.org/resource/Henk_Rogers",1983-01-01
"Blue Planet Software","Tetris Battle Gaiden","http://dbpedia.org/resource/Henk_Rogers",1996-01-01
"Blue Planet Software","Tetris","http://dbpedia.org/resource/Henk_Rogers",1983-01-01
"Blue Planet Software","Tetris","http://dbpedia.org/resource/Henk_Rogers",1996-01-01
"Ubisoft Entertainment SA","The Secret of the Unicorn","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Adventures of Tintin:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Black Eyed Peas Experience","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Blue Planet Software","The Black Onyx","http://dbpedia.org/resource/Henk_Rogers",1983-01-01
"Blue Planet Software","The Black Onyx","http://dbpedia.org/resource/Henk_Rogers",1996-01-01
"Capcom Co. Ltd.","The California Raisins: The Grape Escape","http://dbpedia.org/resource/Kenzo_Tsujimoto",1979-01-01
"Ubisoft Entertainment SA","The Crew","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Crew 2","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","THE DOG Island","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Dukes of Hazzard: Racing for Home","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","Return of the General Lee","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Ubisoft Entertainment SA","The Dukes of Hazzard:","http://dbpedia.org/resource/Yves_Guillemot",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls: Arena","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls: Blades","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls: Legends","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls Adventures: Redguard","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls II: Daggerfall","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls III: Bloodmoon","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls III: Morrowind","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls III: Tribunal","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","Knights of the Nine","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
"Bethesda Softworks LLC","The Elder Scrolls IV:","http://dbpedia.org/resource/Christopher_Weaver",1986-01-01
