"game","name","releaseDate","developer","publisher","platform","genre","series","countryOfOrigin","mainSubject","officialWebsite","designer","composer","character","gameMode"
"http://dbpedia.org/resource/Samorost_2","Samorost 2",2020-11-05,"http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/IOS","http://dbpedia.org/resource/Adventure_game","http://dbpedia.org/resource/Samorost",,,"http://amanita-design.net/samorost-2/","http://dbpedia.org/resource/Jakub_Dvorský","http://dbpedia.org/resource/Floex",,
"http://dbpedia.org/resource/Samorost_2","Samorost 2",2005-12-08,"http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Android_(operating_system)","http://dbpedia.org/resource/Adventure_game","http://dbpedia.org/resource/Samorost",,,"http://amanita-design.net/samorost-2/","http://dbpedia.org/resource/Jakub_Dvorský","http://dbpedia.org/resource/Floex",,
"http://dbpedia.org/resource/Samorost_2","Samorost 2",2008-11-21,"http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Android_(operating_system)","http://dbpedia.org/resource/Adventure_game","http://dbpedia.org/resource/Samorost",,,"http://amanita-design.net/samorost-2/","http://dbpedia.org/resource/Jakub_Dvorský","http://dbpedia.org/resource/Floex",,
"http://dbpedia.org/resource/Samorost_2","Samorost 2",2009-12-11,"http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Android_(operating_system)","http://dbpedia.org/resource/Adventure_game","http://dbpedia.org/resource/Samorost",,,"http://amanita-design.net/samorost-2/","http://dbpedia.org/resource/Jakub_Dvorský","http://dbpedia.org/resource/Floex",,
"http://dbpedia.org/resource/Samorost_2","Samorost 2",2020-11-05,"http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Amanita_Design","http://dbpedia.org/resource/Android_(operating_system)","http://dbpedia.org/resource/Adventure_game","http://dbpedia.org/resource/Samorost",,,"http://amanita-design.net/samorost-2/","http://dbpedia.org/resource/Jakub_Dvorský","http://dbpedia.org/resource/Floex",,
"http://dbpedia.org/resource/Bejeweled_Twist","Bejeweled Twist",2008-10-27,"http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Microsoft_Windows","http://dbpedia.org/resource/Puzzle_video_game","http://dbpedia.org/resource/Bejeweled_(series)",,,"http://www.popcap.com/games/bejeweledtwist","http://dbpedia.org/resource/Jason_Kapalka","http://dbpedia.org/resource/Peter_Hajba",,
"http://dbpedia.org/resource/Bejeweled_Twist","Bejeweled Twist",2009-05-07,"http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Microsoft_Windows","http://dbpedia.org/resource/Puzzle_video_game","http://dbpedia.org/resource/Bejeweled_(series)",,,"http://www.popcap.com/games/bejeweledtwist","http://dbpedia.org/resource/Jason_Kapalka","http://dbpedia.org/resource/Peter_Hajba",,
"http://dbpedia.org/resource/Bejeweled_Twist","Bejeweled Twist",2009-11-30,"http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Microsoft_Windows","http://dbpedia.org/resource/Puzzle_video_game","http://dbpedia.org/resource/Bejeweled_(series)",,,"http://www.popcap.com/games/bejeweledtwist","http://dbpedia.org/resource/Jason_Kapalka","http://dbpedia.org/resource/Peter_Hajba",,
"http://dbpedia.org/resource/Bejeweled_Twist","Bejeweled Twist",2009-12-14,"http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Microsoft_Windows","http://dbpedia.org/resource/Puzzle_video_game","http://dbpedia.org/resource/Bejeweled_(series)",,,"http://www.popcap.com/games/bejeweledtwist","http://dbpedia.org/resource/Jason_Kapalka","http://dbpedia.org/resource/Peter_Hajba",,
"http://dbpedia.org/resource/Bejeweled_Twist","Bejeweled Twist",2010-01-19,"http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/PopCap_Games","http://dbpedia.org/resource/Microsoft_Windows","http://dbpedia.org/resource/Puzzle_video_game","http://dbpedia.org/resource/Bejeweled_(series)",,,"http://www.popcap.com/games/bejeweledtwist","http://dbpedia.org/resource/Jason_Kapalka","http://dbpedia.org/resource/Peter_Hajba",,
